"","country","date","cases","new_cases","deaths","new_deaths","recovered","new_recovered","active_cases","per100k","newper100k","activeper100k"
"3307","Ireland",2020-03-21,785,102,3,0,5,0,777,15.9,2.1,15.7
"3327","Israel",2020-03-21,712,183,1,1,36,22,675,8.2,2.1,7.8
"3372","Italy",2020-03-21,53578,6557,4825,793,6072,1632,42681,88.6,10.8,70.6
"3442","Jamaica",2020-03-21,16,0,1,0,2,0,13,0.5,0,0.4
"3519","Japan",2020-03-21,1007,44,35,2,232,41,740,0.8,0,0.6
"3591","Jordan",2020-03-21,85,0,0,0,1,0,84,0.8,0,0.8
"3627","Kazakhstan",2020-03-21,53,4,0,0,0,0,53,0.3,0,0.3
"3663","Kenya",2020-03-21,7,0,0,0,0,0,7,0,0,0
"3705","Kuwait",2020-03-21,176,17,0,0,27,9,149,4.1,0.4,3.5
"3734","Kyrgyzstan",2020-03-21,14,8,0,0,0,0,14,0.2,0.1,0.2
"3803","Latvia",2020-03-21,124,13,0,0,1,0,123,6.6,0.7,6.5
"3844","Lebanon",2020-03-21,187,24,4,0,4,0,179,2.7,0.4,2.6
"3905","Liberia",2020-03-21,3,1,0,0,0,0,3,0.1,0,0.1
"3940","Liechtenstein",2020-03-21,37,9,0,0,0,0,37,97.4,23.7,97.4
"3974","Lithuania",2020-03-21,83,34,1,1,1,0,81,3,1.2,3
"4034","Luxembourg",2020-03-21,670,186,8,4,0,0,662,107,29.7,105.8
"4103","Macao",2020-03-21,18,1,0,0,10,0,8,2.8,0.2,1.2
"4150","Madagascar",2020-03-21,3,0,0,0,0,0,3,0,0,0
"4189","Mainland China",2020-03-21,81014,37,3255,6,71749,591,6010,5.6,0,0.4
"4330","Malaysia",2020-03-21,1183,153,4,1,114,27,1065,3.7,0.5,3.3
"4350","Maldives",2020-03-21,13,0,0,0,0,0,13,2.4,0,2.4
"4424","Malta",2020-03-21,73,9,0,0,2,0,71,16.5,2,16.1
"4465","Mauritania",2020-03-21,2,0,0,0,0,0,2,0,0,0
"4484","Mauritius",2020-03-21,14,2,1,1,0,0,13,1.1,0.2,1
"4514","Mexico",2020-03-21,203,39,2,1,4,0,197,0.2,0,0.2
"4543","Moldova, Republic of",2020-03-21,80,14,1,0,1,0,78,2,0.3,1.9
"4586","Monaco",2020-03-21,11,0,0,0,0,0,11,28.2,0,28.2
"4632","Mongolia",2020-03-21,10,4,0,0,0,0,10,0.3,0.1,0.3
"4666","Montenegro",2020-03-21,14,0,0,0,0,0,14,2.2,0,2.2
"4702","Morocco",2020-03-21,96,19,3,0,3,2,90,0.3,0.1,0.2
"4772","Namibia",2020-03-21,3,0,0,0,0,0,3,0.1,0,0.1
"4810","Nepal",2020-03-21,1,0,0,0,1,0,0,0,0,0
"4915","Netherlands",2020-03-21,3640,637,137,30,2,0,3501,21.2,3.7,20.4
"4937","New Zealand",2020-03-21,52,13,0,0,0,0,52,1.1,0.3,1.1
"4996","Nicaragua",2020-03-21,2,1,0,0,0,0,2,0,0,0
"5006","Niger",2020-03-21,1,0,0,0,0,0,1,0,0,0
"5052","Nigeria",2020-03-21,22,10,0,0,1,0,21,0,0,0
"5084","North Macedonia",2020-03-21,85,18,0,0,1,0,84,4.1,0.9,4
"5147","Norway",2020-03-21,2118,204,7,0,1,0,2110,39.1,3.8,38.9
"5210","Oman",2020-03-21,52,4,0,0,12,0,40,1,0.1,0.8
"5254","Pakistan",2020-03-21,730,229,3,0,13,0,714,0.3,0.1,0.3
"5298","Panama",2020-03-21,200,63,1,0,0,0,199,4.6,1.5,4.6
"5312","Papua New Guinea",2020-03-21,1,0,0,0,0,0,1,0,0,0
"5326","Paraguay",2020-03-21,18,5,1,1,0,0,17,0.3,0.1,0.2
"5399","Peru",2020-03-21,318,84,5,2,1,0,312,1,0.3,0.9
"5415","Philippines",2020-03-21,307,77,19,1,13,5,275,0.3,0.1,0.3
"5497","Poland",2020-03-21,536,111,5,0,1,0,530,1.4,0.3,1.4
"5536","Portugal",2020-03-21,1280,260,12,6,5,0,1263,12.6,2.5,12.4
"5577","Qatar",2020-03-21,481,11,0,0,27,17,454,16.7,0.4,15.8
"5623","Republic of Korea",2020-03-21,8799,147,102,8,1540,0,7157,17.2,0.3,14
"5694","Republic of the Congo",2020-03-21,3,0,0,0,0,0,3,0.1,0,0.1
"5725","Romania",2020-03-21,367,59,0,0,52,27,315,1.9,0.3,1.6
"5816","Russia",2020-03-21,306,53,1,0,12,3,293,0.2,0,0.2
"5851","Rwanda",2020-03-21,17,0,0,0,0,0,17,0.1,0,0.1
"5899","Saint Lucia",2020-03-21,2,0,0,0,0,0,2,1.1,0,1.1
"5932","Saint Vincent and the Grenadines",2020-03-21,1,0,0,0,0,0,1,0.9,0,0.9
"5981","San Marino",2020-03-21,144,0,20,6,4,0,120,423.5,0,352.9
"6007","Saudi Arabia",2020-03-21,392,48,0,0,16,8,376,1.1,0.1,1.1
"6077","Senegal",2020-03-21,47,9,0,0,5,3,42,0.3,0.1,0.3
"6103","Serbia",2020-03-21,171,36,1,0,1,0,169,2,0.4,1.9
"6139","Seychelles",2020-03-21,7,0,0,0,0,0,7,7.1,0,7.1
"6179","Singapore",2020-03-21,432,47,2,2,140,16,290,7.4,0.8,5
"6293","Slovakia",2020-03-21,178,41,1,0,0,0,177,3.3,0.8,3.2
"6298","Slovenia",2020-03-21,383,42,1,0,0,0,382,18.4,2,18.4
"6365","Somalia",2020-03-21,1,0,0,0,0,0,1,0,0,0
"6406","South Africa",2020-03-21,240,38,0,0,0,0,240,0.4,0.1,0.4
"6417","Spain",2020-03-21,25374,4964,1375,332,2125,537,21874,54.3,10.6,46.8
"6524","Sri Lanka",2020-03-21,77,4,0,0,1,0,76,0.4,0,0.4
"6570","Sudan",2020-03-21,2,0,1,0,0,0,1,0,0,0
"6615","Suriname",2020-03-21,4,0,0,0,0,0,4,0.7,0,0.7
"6647","Sweden",2020-03-21,1763,124,20,4,16,0,1727,17.5,1.2,17.1
"6710","Switzerland",2020-03-21,6575,1281,75,21,15,0,6485,76,14.8,74.9
"6795","Taiwan",2020-03-21,153,18,2,0,28,2,123,0.6,0.1,0.5
"6865","Tanzania, United Republic of",2020-03-21,6,0,0,0,0,0,6,0,0,0
"6947","Thailand",2020-03-21,411,89,1,0,42,0,368,0.6,0.1,0.5
"6975","The Bahamas",2020-03-21,4,1,0,0,0,0,4,1,0.3,1
"7021","The Gambia",2020-03-21,1,0,0,0,0,0,1,0,0,0
"7055","Togo",2020-03-21,16,7,0,0,1,0,15,0.2,0.1,0.2
"7104","Trinidad and Tobago",2020-03-21,49,40,0,0,1,1,48,3.5,2.9,3.4
"7126","Tunisia",2020-03-21,60,6,1,0,0,0,59,0.5,0.1,0.5
"7173","Turkey",2020-03-21,670,311,9,5,0,0,661,0.8,0.4,0.8
"7212","Uganda",2020-03-21,1,1,0,0,0,0,1,0,0,0
"7258","UK",2020-03-21,5067,1053,234,56,67,0,4766,7.5,1.6,7
"7332","Ukraine",2020-03-21,47,18,3,0,1,1,43,0.1,0,0.1
"7341","United Arab Emirates",2020-03-21,153,13,2,0,38,7,113,1.5,0.1,1.1
"7418","Uruguay",2020-03-21,110,16,0,0,0,0,110,3.2,0.5,3.2
"7521","USA",2020-03-21,25600,6327,307,63,176,29,25117,7.7,1.9,7.6
"7549","Uzbekistan",2020-03-21,43,10,0,0,0,0,43,0.1,0,0.1
"7556","Venezuela",2020-03-21,70,28,0,0,0,0,70,0.2,0.1,0.2
"7587","Vietnam",2020-03-21,94,3,0,0,17,1,77,0.1,0,0.1
"7705","West Bank and Gaza",2020-03-21,48,1,0,0,17,0,31,1,0,0.6
"7723","Zambia",2020-03-21,2,0,0,0,0,0,2,0,0,0
"7756","Zimbabwe",2020-03-21,3,2,0,0,0,0,3,0,0,0
"2","Afghanistan",2020-03-22,40,16,1,1,1,0,38,0.1,0,0.1
"86","Albania",2020-03-22,89,13,2,0,2,0,85,3.1,0.5,3
"129","Algeria",2020-03-22,201,62,17,2,65,33,119,0.5,0.1,0.3
"148","Andorra",2020-03-22,113,25,1,1,1,0,111,146.8,32.5,144.2
"194","Angola",2020-03-22,2,0,0,0,0,0,2,0,0,0
"227","Antigua and Barbuda",2020-03-22,1,0,0,0,0,0,1,1,0,1
"260","Argentina",2020-03-22,266,108,4,0,3,0,259,0.6,0.2,0.6
"287","Armenia",2020-03-22,194,34,0,0,2,1,192,6.5,1.1,6.5
"387","Australia",2020-03-22,1549,478,7,0,88,62,1454,6.1,1.9,5.7
"437","Austria",2020-03-22,3582,768,16,8,9,0,3557,39.8,8.5,39.5
"488","Azerbaijan",2020-03-22,65,12,1,0,10,0,54,0.6,0.1,0.5
"513","Bahrain",2020-03-22,334,29,2,1,149,24,183,19.6,1.7,10.8
"577","Bangladesh",2020-03-22,27,2,2,0,3,0,22,0,0,0
"587","Barbados",2020-03-22,14,8,0,0,0,0,14,4.9,2.8,4.9
"640","Belarus",2020-03-22,76,0,0,0,15,0,61,0.8,0,0.6
"668","Belgium",2020-03-22,3401,586,75,8,263,0,3063,29.3,5.1,26.4
"760","Benin",2020-03-22,2,0,0,0,0,0,2,0,0,0
"806","Bhutan",2020-03-22,2,0,0,0,0,0,2,0.3,0,0.3
"835","Bolivia",2020-03-22,24,5,0,0,0,0,24,0.2,0,0.2
"858","Bosnia and Herzegovina",2020-03-22,126,33,1,0,2,0,123,3.8,1,3.7
"918","Brazil",2020-03-22,1546,525,25,10,2,0,1519,0.7,0.2,0.7
"974","Brunei",2020-03-22,88,5,0,0,2,0,86,20.1,1.1,19.7
"1015","Bulgaria",2020-03-22,187,24,3,0,3,0,181,2.7,0.3,2.6
"1032","Burkina Faso",2020-03-22,75,11,4,2,5,0,66,0.4,0.1,0.3
"1149","Cambodia",2020-03-22,84,31,0,0,1,0,83,0.5,0.2,0.5
"1190","Cameroon",2020-03-22,40,13,0,0,0,0,40,0.2,0,0.2
"1235","Canada",2020-03-22,1469,192,21,2,10,0,1438,3.9,0.5,3.8
"1311","Cape Verde",2020-03-22,3,0,0,0,0,0,3,0.5,0,0.5
"1321","Central African Republic",2020-03-22,3,0,0,0,0,0,3,0.1,0,0.1
"1366","Chad",2020-03-22,1,0,0,0,0,0,1,0,0,0
"1398","Chile",2020-03-22,632,95,1,1,8,2,623,3.3,0.5,3.3
"1432","Colombia",2020-03-22,231,35,2,2,3,2,226,0.5,0.1,0.4
"1450","Costa Rica",2020-03-22,134,17,2,0,2,0,130,2.6,0.3,2.6
"1490","Cote d'Ivoire",2020-03-22,14,0,0,0,1,0,13,0.1,0,0
"1561","Croatia",2020-03-22,254,48,1,0,5,0,248,6.2,1.2,6
"1575","Cuba",2020-03-22,35,14,1,0,0,0,34,0.3,0.1,0.3
"1639","Cyprus",2020-03-22,95,11,1,1,3,3,91,7.9,0.9,7.5
"1675","Czech Republic",2020-03-22,1120,125,1,1,6,0,1113,10.5,1.2,10.4
"1717","Democratic Republic of the Congo",2020-03-22,30,7,1,0,0,0,29,0,0,0
"1732","Denmark",2020-03-22,1514,94,13,0,1,0,1500,26.1,1.6,25.9
"1804","Diamond Princess Cruise Ship",2020-03-22,712,0,8,0,325,0,379,NA,NA,NA
"1859","Djibouti",2020-03-22,1,0,0,0,0,0,1,0.1,0,0.1
"1861","Dominica",2020-03-22,1,1,0,0,0,0,1,1.4,1.4,1.4
"1898","Dominican Republic",2020-03-22,202,90,3,1,0,0,199,1.9,0.8,1.8
"1947","Ecuador",2020-03-22,789,283,14,7,3,0,772,4.5,1.6,4.4
"2024","Egypt",2020-03-22,327,33,14,4,56,15,257,0.3,0,0.3
"2045","El Salvador",2020-03-22,3,0,0,0,0,0,3,0,0,0
"2078","Equatorial Guinea",2020-03-22,6,0,0,0,0,0,6,0.4,0,0.4
"2100","Eritrea",2020-03-22,1,0,0,0,0,0,1,0,0,0
"2135","Estonia",2020-03-22,326,20,0,0,2,1,324,24.6,1.5,24.4
"2168","Eswatini",2020-03-22,4,3,0,0,0,0,4,0.3,0.3,0.3
"2191","Ethiopia",2020-03-22,11,2,0,0,4,4,7,0,0,0
"2241","Fiji",2020-03-22,2,1,0,0,0,0,2,0.2,0.1,0.2
"2279","Finland",2020-03-22,626,103,1,0,10,0,615,11.3,1.9,11.1
"2351","France",2020-03-22,16243,1780,676,113,2206,2194,13361,24.9,2.7,20.5
"2411","Gabon",2020-03-22,5,1,1,0,0,0,4,0.2,0,0.2
"2470","Georgia",2020-03-22,54,5,0,0,3,2,51,1.4,0.1,1.3
"2507","Germany",2020-03-22,24873,2660,94,10,266,33,24513,29.7,3.2,29.3
"2567","Ghana",2020-03-22,23,4,1,0,0,0,22,0.1,0,0.1
"2595","Greece",2020-03-22,624,94,15,2,19,0,590,6,0.9,5.7
"2652","Grenada",2020-03-22,1,1,0,0,0,0,1,0.9,0.9,0.9
"2675","Guatemala",2020-03-22,19,2,1,0,0,0,18,0.1,0,0.1
"2721","Guinea",2020-03-22,2,0,0,0,0,0,2,0,0,0
"2765","Guyana",2020-03-22,19,12,1,0,0,0,18,2.4,1.5,2.3
"2803","Haiti",2020-03-22,2,0,0,0,0,0,2,0,0,0
"2842","Holy See (Vatican City)",2020-03-22,1,0,0,0,0,0,1,100,0,100
"2857","Honduras",2020-03-22,26,2,0,0,0,0,26,0.3,0,0.3
"2947","Hong Kong",2020-03-22,317,44,4,0,100,2,213,4.2,0.6,2.8
"2967","Hungary",2020-03-22,131,28,6,2,16,9,109,1.4,0.3,1.1
"3022","Iceland",2020-03-22,568,95,1,0,36,14,531,166.6,27.9,155.7
"3107","India",2020-03-22,396,66,7,3,27,4,362,0,0,0
"3154","Indonesia",2020-03-22,514,64,48,10,29,14,437,0.2,0,0.2
"3212","Iran (Islamic Republic of)",2020-03-22,21638,1028,1685,129,7931,296,12022,25.8,1.2,14.3
"3243","Iraq",2020-03-22,233,19,20,3,57,6,156,0.6,0,0.4
"3310","Ireland",2020-03-22,906,121,4,1,5,0,897,18.3,2.5,18.2
"3343","Israel",2020-03-22,883,171,1,0,37,1,845,10.2,2,9.8
"3438","Italy",2020-03-22,59138,5560,5476,651,7024,952,46638,97.8,9.2,77.1
"3443","Jamaica",2020-03-22,19,3,1,0,2,0,16,0.6,0.1,0.5
"3533","Japan",2020-03-22,1101,94,41,6,235,3,825,0.9,0.1,0.7
"3562","Jordan",2020-03-22,112,27,0,0,1,0,111,1.1,0.3,1.1
"3612","Kazakhstan",2020-03-22,60,7,0,0,0,0,60,0.3,0,0.3
"3633","Kenya",2020-03-22,15,8,0,0,0,0,15,0,0,0
"3695","Kuwait",2020-03-22,188,12,0,0,27,0,161,4.4,0.3,3.8
"3753","Kyrgyzstan",2020-03-22,14,0,0,0,0,0,14,0.2,0,0.2
"3807","Latvia",2020-03-22,139,15,0,0,1,0,138,7.4,0.8,7.3
"3836","Lebanon",2020-03-22,248,61,4,0,8,4,236,3.6,0.9,3.5
"3886","Liberia",2020-03-22,3,0,0,0,0,0,3,0.1,0,0.1
"3964","Liechtenstein",2020-03-22,37,0,0,0,0,0,37,97.4,0,97.4
"4008","Lithuania",2020-03-22,143,60,1,0,1,0,141,5.3,2.2,5.2
"4038","Luxembourg",2020-03-22,798,128,8,0,6,6,784,127.5,20.4,125.2
"4128","Macao",2020-03-22,24,6,0,0,10,0,14,3.7,0.9,2.2
"4152","Madagascar",2020-03-22,3,0,0,0,0,0,3,0,0,0
"4246","Mainland China",2020-03-22,81094,80,3270,15,72252,503,5572,5.6,0,0.4
"4311","Malaysia",2020-03-22,1306,123,10,6,139,25,1157,4,0.4,3.6
"4365","Maldives",2020-03-22,13,0,0,0,0,0,13,2.4,0,2.4
"4422","Malta",2020-03-22,90,17,0,0,2,0,88,20.4,3.8,19.9
"4437","Mauritania",2020-03-22,2,0,0,0,0,0,2,0,0,0
"4476","Mauritius",2020-03-22,28,14,2,1,0,0,26,2.2,1.1,2
"4523","Mexico",2020-03-22,251,48,2,0,4,0,245,0.2,0,0.2
"4542","Moldova, Republic of",2020-03-22,94,14,1,0,1,0,92,2.3,0.3,2.3
"4598","Monaco",2020-03-22,23,12,0,0,1,1,22,59,30.8,56.4
"4623","Mongolia",2020-03-22,10,0,0,0,0,0,10,0.3,0,0.3
"4669","Montenegro",2020-03-22,21,7,0,0,0,0,21,3.3,1.1,3.3
"4694","Morocco",2020-03-22,115,19,4,1,3,0,108,0.3,0.1,0.3
"4732","Mozambique",2020-03-22,1,1,0,0,0,0,1,0,0,0
"4781","Namibia",2020-03-22,3,0,0,0,0,0,3,0.1,0,0.1
"4857","Nepal",2020-03-22,1,0,0,0,1,0,0,0,0,0
"4920","Netherlands",2020-03-22,4217,577,180,43,2,0,4035,24.6,3.4,23.5
"4930","New Zealand",2020-03-22,102,50,0,0,0,0,102,2.1,1,2.1
"4986","Nicaragua",2020-03-22,2,0,0,0,0,0,2,0,0,0
"5019","Niger",2020-03-22,2,1,0,0,0,0,2,0,0,0
"5041","Nigeria",2020-03-22,30,8,0,0,2,1,28,0,0,0
"5082","North Macedonia",2020-03-22,115,30,1,1,1,0,113,5.5,1.4,5.4
"5127","Norway",2020-03-22,2385,267,7,0,1,0,2377,44,4.9,43.8
"5203","Oman",2020-03-22,55,3,0,0,17,5,38,1.1,0.1,0.7
"5222","Pakistan",2020-03-22,776,46,5,2,5,0,766,0.4,0,0.3
"5286","Panama",2020-03-22,313,113,3,2,0,0,310,7.3,2.6,7.2
"5315","Papua New Guinea",2020-03-22,1,0,0,0,0,0,1,0,0,0
"5346","Paraguay",2020-03-22,22,4,1,0,0,0,21,0.3,0.1,0.3
"5396","Peru",2020-03-22,363,45,5,0,1,0,357,1.1,0.1,1.1
"5422","Philippines",2020-03-22,380,73,25,6,17,4,338,0.3,0.1,0.3
"5506","Poland",2020-03-22,634,98,7,2,1,0,626,1.7,0.3,1.7
"5535","Portugal",2020-03-22,1600,320,14,2,5,0,1581,15.7,3.1,15.5
"5595","Qatar",2020-03-22,494,13,0,0,33,6,461,17.1,0.5,16
"5681","Republic of Korea",2020-03-22,8961,162,111,9,2909,1369,5941,17.5,0.3,11.6
"5687","Republic of the Congo",2020-03-22,3,0,0,0,0,0,3,0.1,0,0.1
"5742","Romania",2020-03-22,433,66,3,3,64,12,366,2.3,0.3,1.9
"5792","Russia",2020-03-22,367,61,1,0,16,4,350,0.3,0,0.2
"5856","Rwanda",2020-03-22,19,2,0,0,0,0,19,0.1,0,0.1
"5908","Saint Lucia",2020-03-22,2,0,0,0,0,0,2,1.1,0,1.1
"5929","Saint Vincent and the Grenadines",2020-03-22,1,0,0,0,0,0,1,0.9,0,0.9
"5987","San Marino",2020-03-22,175,31,20,0,4,0,151,514.7,91.2,444.1
"6034","Saudi Arabia",2020-03-22,511,119,0,0,16,0,495,1.5,0.3,1.4
"6078","Senegal",2020-03-22,67,20,0,0,5,0,62,0.4,0.1,0.4
"6094","Serbia",2020-03-22,222,51,2,1,1,0,219,2.5,0.6,2.5
"6162","Seychelles",2020-03-22,7,0,0,0,0,0,7,7.1,0,7.1
"6234","Singapore",2020-03-22,455,23,2,0,144,4,309,7.8,0.4,5.3
"6288","Slovakia",2020-03-22,185,7,0,0,7,7,178,3.4,0.1,3.3
"6329","Slovenia",2020-03-22,414,31,2,1,0,0,412,19.9,1.5,19.8
"6345","Somalia",2020-03-22,1,0,0,0,0,0,1,0,0,0
"6375","South Africa",2020-03-22,274,34,0,0,0,0,274,0.5,0.1,0.5
"6460","Spain",2020-03-22,28768,3394,1772,397,2575,450,24421,61.5,7.3,52.2
"6508","Sri Lanka",2020-03-22,82,5,0,0,3,2,79,0.4,0,0.4
"6572","Sudan",2020-03-22,2,0,1,0,0,0,1,0,0,0
"6600","Suriname",2020-03-22,5,1,0,0,0,0,5,0.9,0.2,0.9
"6694","Sweden",2020-03-22,1934,171,21,1,16,0,1897,19.2,1.7,18.8
"6736","Switzerland",2020-03-22,7474,899,98,23,131,116,7245,86.4,10.4,83.7
"6755","Syria",2020-03-22,1,1,0,0,0,0,1,0,0,0
"6856","Taiwan",2020-03-22,169,16,2,0,28,0,139,0.7,0.1,0.6
"6876","Tanzania, United Republic of",2020-03-22,12,6,0,0,0,0,12,0,0,0
"6908","Thailand",2020-03-22,599,188,1,0,44,2,554,0.9,0.3,0.8
"6988","The Bahamas",2020-03-22,4,0,0,0,0,0,4,1,0,1
"7011","The Gambia",2020-03-22,1,0,0,0,0,0,1,0,0,0
"7040","Timor-Leste",2020-03-22,1,1,0,0,0,0,1,0.1,0.1,0.1
"7063","Togo",2020-03-22,16,0,0,0,1,0,15,0.2,0,0.2
"7109","Trinidad and Tobago",2020-03-22,50,1,0,0,1,0,49,3.6,0.1,3.5
"7160","Tunisia",2020-03-22,75,15,3,2,1,1,71,0.6,0.1,0.6
"7172","Turkey",2020-03-22,1236,566,30,21,0,0,1206,1.5,0.7,1.4
"7219","Uganda",2020-03-22,1,0,0,0,0,0,1,0,0,0
"7226","UK",2020-03-22,5745,678,282,48,67,0,5396,8.5,1,7.9
"7322","Ukraine",2020-03-22,73,26,3,0,1,0,69,0.2,0.1,0.2
"7366","United Arab Emirates",2020-03-22,153,0,2,0,38,0,113,1.5,0,1.1
"7429","Uruguay",2020-03-22,158,48,0,0,0,0,158,4.5,1.4,4.5
"7501","USA",2020-03-22,33276,7676,417,110,178,2,32681,10.1,2.3,9.9
"7536","Uzbekistan",2020-03-22,43,0,0,0,0,0,43,0.1,0,0.1
"7585","Venezuela",2020-03-22,70,0,0,0,15,15,55,0.2,0,0.2
"7606","Vietnam",2020-03-22,113,19,0,0,17,0,96,0.1,0,0.1
"7676","West Bank and Gaza",2020-03-22,52,4,0,0,17,0,35,1.1,0.1,0.7
"7739","Zambia",2020-03-22,3,1,0,0,0,0,3,0,0,0
"7757","Zimbabwe",2020-03-22,3,0,0,0,0,0,3,0,0,0
"44","Afghanistan",2020-03-23,40,0,1,0,1,0,38,0.1,0,0.1
"71","Albania",2020-03-23,104,15,4,2,2,0,98,3.6,0.5,3.4
"87","Algeria",2020-03-23,230,29,17,0,65,0,148,0.5,0.1,0.3
"174","Andorra",2020-03-23,133,20,1,0,1,0,131,172.7,26,170.1
"196","Angola",2020-03-23,3,1,0,0,0,0,3,0,0,0
"213","Antigua and Barbuda",2020-03-23,3,2,0,0,0,0,3,3.1,2,3.1
"262","Argentina",2020-03-23,301,35,4,0,3,0,294,0.7,0.1,0.7
"317","Armenia",2020-03-23,235,41,0,0,2,0,233,7.9,1.4,7.9
"357","Australia",2020-03-23,1682,133,7,0,88,0,1587,6.6,0.5,6.2
"435","Austria",2020-03-23,4474,892,21,5,9,0,4444,49.7,9.9,49.3
"463","Azerbaijan",2020-03-23,72,7,1,0,10,0,61,0.7,0.1,0.6
"512","Bahrain",2020-03-23,377,43,2,0,149,0,226,22.2,2.5,13.3
"569","Bangladesh",2020-03-23,33,6,3,1,3,0,27,0,0,0
"589","Barbados",2020-03-23,17,3,0,0,0,0,17,5.9,1,5.9
"649","Belarus",2020-03-23,81,5,0,0,15,0,66,0.9,0.1,0.7
"656","Belgium",2020-03-23,3743,342,88,13,263,0,3392,32.3,3,29.3
"741","Belize",2020-03-23,1,1,0,0,0,0,1,0.3,0.3,0.3
"771","Benin",2020-03-23,5,3,0,0,0,0,5,0,0,0
"789","Bhutan",2020-03-23,2,0,0,0,0,0,2,0.3,0,0.3
"819","Bolivia",2020-03-23,27,3,0,0,0,0,27,0.2,0,0.2
"859","Bosnia and Herzegovina",2020-03-23,136,10,1,0,2,0,133,4.1,0.3,4.1
"919","Brazil",2020-03-23,1924,378,34,9,2,0,1888,0.9,0.2,0.9
"961","Brunei",2020-03-23,91,3,0,0,2,0,89,20.8,0.7,20.4
"994","Bulgaria",2020-03-23,201,14,3,0,3,0,195,2.9,0.2,2.8
"1040","Burkina Faso",2020-03-23,99,24,4,0,5,0,90,0.5,0.1,0.4
"1129","Cambodia",2020-03-23,87,3,0,0,1,0,86,0.5,0,0.5
"1184","Cameroon",2020-03-23,56,16,0,0,0,0,56,0.2,0.1,0.2
"1212","Canada",2020-03-23,2088,619,25,4,10,0,2053,5.5,1.6,5.4
"1298","Cape Verde",2020-03-23,3,0,0,0,0,0,3,0.5,0,0.5
"1320","Central African Republic",2020-03-23,3,0,0,0,0,0,3,0.1,0,0.1
"1347","Chad",2020-03-23,1,0,0,0,0,0,1,0,0,0
"1400","Chile",2020-03-23,746,114,2,1,8,0,736,3.9,0.6,3.9
"1422","Colombia",2020-03-23,277,46,3,1,3,0,271,0.5,0.1,0.5
"1479","Costa Rica",2020-03-23,158,24,2,0,2,0,154,3.1,0.5,3
"1504","Cote d'Ivoire",2020-03-23,25,11,0,0,1,0,24,0.1,0,0.1
"1542","Croatia",2020-03-23,315,61,1,0,5,0,309,7.7,1.5,7.5
"1601","Cuba",2020-03-23,40,5,1,0,0,0,39,0.4,0,0.3
"1625","Cyprus",2020-03-23,116,21,1,0,3,0,112,9.6,1.7,9.3
"1653","Czech Republic",2020-03-23,1236,116,1,0,6,0,1229,11.5,1.1,11.5
"1708","Democratic Republic of the Congo",2020-03-23,36,6,1,0,0,0,35,0,0,0
"1736","Denmark",2020-03-23,1572,58,24,11,1,0,1547,27.1,1,26.7
"1801","Diamond Princess Cruise Ship",2020-03-23,712,0,8,0,325,0,379,NA,NA,NA
"1833","Djibouti",2020-03-23,3,2,0,0,0,0,3,0.3,0.2,0.3
"1863","Dominica",2020-03-23,2,1,0,0,0,0,2,2.8,1.4,2.8
"1912","Dominican Republic",2020-03-23,245,43,3,0,0,0,242,2.3,0.4,2.2
"1930","Ecuador",2020-03-23,981,192,18,4,3,0,960,5.6,1.1,5.4
"2000","Egypt",2020-03-23,366,39,19,5,56,0,291,0.4,0,0.3
"2042","El Salvador",2020-03-23,3,0,0,0,0,0,3,0,0,0
"2071","Equatorial Guinea",2020-03-23,9,3,0,0,0,0,9,0.6,0.2,0.6
"2092","Eritrea",2020-03-23,1,0,0,0,0,0,1,0,0,0
"2115","Estonia",2020-03-23,352,26,0,0,2,0,350,26.5,2,26.4
"2166","Eswatini",2020-03-23,4,0,0,0,0,0,4,0.3,0,0.3
"2219","Ethiopia",2020-03-23,11,0,0,0,4,0,7,0,0,0
"2222","Fiji",2020-03-23,3,1,0,0,0,0,3,0.3,0.1,0.3
"2298","Finland",2020-03-23,700,74,1,0,10,0,689,12.6,1.3,12.4
"2382","France",2020-03-23,20123,3880,862,186,2206,0,17055,30.8,5.9,26.1
"2406","Gabon",2020-03-23,5,0,1,0,0,0,4,0.2,0,0.2
"2472","Georgia",2020-03-23,61,7,0,0,3,0,58,1.5,0.2,1.5
"2548","Germany",2020-03-23,29056,4183,123,29,266,0,28667,34.7,5,34.2
"2575","Ghana",2020-03-23,27,4,2,1,0,0,25,0.1,0,0.1
"2624","Greece",2020-03-23,695,71,17,2,19,0,659,6.7,0.7,6.3
"2640","Grenada",2020-03-23,1,0,0,0,0,0,1,0.9,0,0.9
"2676","Guatemala",2020-03-23,20,1,1,0,0,0,19,0.1,0,0.1
"2708","Guinea",2020-03-23,4,2,0,0,0,0,4,0,0,0
"2759","Guyana",2020-03-23,20,1,1,0,0,0,19,2.5,0.1,2.4
"2784","Haiti",2020-03-23,6,4,0,0,0,0,6,0.1,0,0.1
"2805","Holy See (Vatican City)",2020-03-23,1,0,0,0,0,0,1,100,0,100
"2844","Honduras",2020-03-23,30,4,0,0,0,0,30,0.3,0,0.3
"2880","Hong Kong",2020-03-23,356,39,4,0,100,0,252,4.7,0.5,3.4
"2969","Hungary",2020-03-23,167,36,7,1,16,0,144,1.7,0.4,1.5
"3024","Iceland",2020-03-23,588,20,1,0,36,0,551,172.4,5.9,161.6
"3059","India",2020-03-23,499,103,10,3,27,0,462,0,0,0
"3148","Indonesia",2020-03-23,579,65,49,1,29,0,501,0.2,0,0.2
